132010,IT200,5,1,11111
132010,IT201,6,1,10080
132010,IT203,7,1,10081
132010,IT204,6,1,10082
132010,IT205,7,1,10083
132020,IT200,7,1,10084
132020,IT201,7,1,10085
132020,IT203,8,1,11111
132020,IT204,7,1,10080
132020,IT205,5,1,10081
132030,IT200,4,1,10082
132030,IT201,9,1,10083
132030,IT203,9,1,10084
132030,IT204,7,1,10085
132030,IT205,7,1,11111
132040,IT200,4,1,10080
132040,IT201,6,1,10081
132040,IT203,8,1,10082
132040,IT204,4,1,10083
132040,IT205,7,1,10084
132050,IT200,9,1,10085
132050,IT201,6,1,11111
132050,IT203,4,1,10080
132050,IT204,5,1,10081
132050,IT205,7,1,10082
132060,IT200,5,2,10083
132060,IT201,6,2,10084
132060,IT203,7,2,10085
132060,IT204,6,2,11111
132060,IT205,7,2,10080
132060,IT206,8,2,10081
132060,IT250,7,2,10082
132060,IT251,6,2,10083
132060,IT252,5,2,10084
132060,IT253,6,2,10085
132070,IT200,4,2,11111
132070,IT201,9,2,10080
132070,IT203,5,2,10081
132070,IT204,4,2,10082
132070,IT205,5,2,10083
132070,IT206,4,2,10084
132070,IT250,6,2,10085
132070,IT251,6,2,11111
132070,IT252,6,2,10080
132070,IT253,9,2,10081
132080,IT200,5,2,10082
132080,IT201,5,2,10083
132080,IT203,7,2,10084
132080,IT204,9,2,10085
132080,IT205,5,2,11111
132080,IT206,5,2,10080
132080,IT250,5,2,10081
132080,IT251,5,2,10082
132080,IT252,6,2,10083
132080,IT253,7,2,10084
132090,IT200,9,2,10085
132090,IT201,5,2,11111
132090,IT203,5,2,10080
132090,IT204,4,2,10081
132090,IT205,8,2,10082
132090,IT206,8,2,10083
132090,IT250,8,2,10084
132090,IT251,6,2,10085
132090,IT252,6,2,11111
132090,IT253,6,2,10080
132100,IT200,4,2,10081
132100,IT201,6,2,10082
132100,IT203,8,2,10083
132100,IT204,7,2,10084
132100,IT205,6,2,10085
132100,IT206,7,2,11111
132100,IT250,9,2,10080
132100,IT251,7,2,10081
132100,IT252,9,2,10082
132100,IT253,5,2,10083
132110,IT200,4,3,10084
132110,IT201,7,3,10085
132110,IT203,6,3,11111
132110,IT204,9,3,10080
132110,IT205,7,3,10081
132110,IT206,7,3,10082
132110,IT250,4,3,10083
132110,IT251,9,3,10084
132110,IT252,9,3,10085
132110,IT253,5,3,11111
132110,IT254,9,3,10080
132110,IT255,4,3,10081
132110,IT256,5,3,10082
132110,IT300,7,3,10083
132110,IT301,6,3,10084
132120,IT200,9,3,10085
132120,IT201,5,3,11111
132120,IT203,5,3,10080
132120,IT204,5,3,10081
132120,IT205,7,3,10082
132120,IT206,7,3,10083
132120,IT250,9,3,10084
132120,IT251,7,3,10085
132120,IT252,7,3,11111
132120,IT253,7,3,10080
132120,IT254,5,3,10081
132120,IT255,6,3,10082
132120,IT256,6,3,10083
132120,IT300,5,3,10084
132120,IT301,7,3,10085
132130,IT200,7,3,11111
132130,IT201,6,3,10080
132130,IT203,8,3,10081
132130,IT204,7,3,10082
132130,IT205,8,3,10083
132130,IT206,4,3,10084
132130,IT250,7,3,10085
132130,IT251,9,3,11111
132130,IT252,7,3,10080
132130,IT253,7,3,10081
132130,IT254,6,3,10082
132130,IT255,7,3,10083
132130,IT256,9,3,10084
132130,IT300,8,3,10085
132130,IT301,7,3,11111
132140,IT200,8,3,10080
132140,IT201,8,3,10081
132140,IT203,5,3,10082
132140,IT204,6,3,10083
132140,IT205,7,3,10084
132140,IT206,7,3,10085
132140,IT250,9,3,11111
132140,IT251,4,3,10080
132140,IT252,5,3,10081
132140,IT253,7,3,10082
132140,IT254,5,3,10083
132140,IT255,8,3,10084
132140,IT256,5,3,10085
132140,IT300,9,3,11111
132140,IT301,5,3,10080
132150,IT200,6,3,10081
132150,IT201,9,3,10082
132150,IT203,7,3,10083
132150,IT204,9,3,10084
132150,IT205,4,3,10085
132150,IT206,9,3,11111
132150,IT250,4,3,10080
132150,IT251,5,3,10081
132150,IT252,6,3,10082
132150,IT253,5,3,10083
132150,IT254,7,3,10084
132150,IT255,6,3,10085
132150,IT256,6,3,11111
132150,IT300,9,3,10080
132150,IT301,4,3,10081
132160,IT200,7,4,10082
132160,IT201,4,4,10083
132160,IT203,5,4,10084
132160,IT204,7,4,10085
132160,IT205,4,4,11111
132160,IT206,6,4,10080
132160,IT250,7,4,10081
132160,IT251,6,4,10082
132160,IT252,5,4,10083
132160,IT253,6,4,10084
132160,IT254,4,4,10085
